Person68;Personx32;true;8.66915582248653;50.572325822486526;VEGAN;32;1;4;7;false;1
Person38;Personx15;true;8.68087643265624;50.579335732656226;VEGAN;15;1;5;9;false;2
Person45;Personx19;true;8.678769443500073;50.57918034350008;VEGAN;19;1;6;8;false;3
Person3;Personx1;true;8.681372017093311;50.5820794170933;VEGAN;1;2;4;9;false;2
Person51;Personx24;true;8.668340710895189;50.583463310895176;VEGAN;24;2;5;7;false;3
Person16;Personx5;true;8.683101670107648;50.584839070107655;VEGAN;5;2;6;9;false;1
Person74;Personx36;true;8.669987238017324;50.585691138017324;VEGAN;36;3;4;9;false;3
Person57;Personx27;true;8.680141420721181;50.59395562072118;VEGAN;27;3;5;8;false;1
Person19;Personx6;true;8.677666037868752;50.593429237868754;VEGAN;6;3;6;7;false;2
Person184;Personx71;true;8.671538236138767;50.57300523613877;VEGAN;71;10;13;16;false;1
Person99;Person236;false;8.661138031574977;50.576691831574976;VEGAN;5924;10;14;18;true;2
Person131;Person150;false;8.672565020199283;50.57914452019928;VEGAN;7748;10;15;17;false;3
Person119;Person157;false;8.685748964106464;50.582358964106454;VEGAN;33356;11;13;18;true;2
Person176;Personx67;true;8.676798741197352;50.58160214119735;VEGAN;67;11;14;16;false;3
Person148;Personx62;true;8.677990515344048;50.58256051534405;VEGAN;62;11;15;18;false;1
Person138;Person235;false;8.669735587270592;50.584974587270594;VEGAN;8440;12;13;18;false;3
Person86;Personx41;true;8.669987238017324;50.585691138017324;VEGAN;41;12;14;17;false;1
Person28;Person124;false;8.678239596150528;50.59166039615053;VEGAN;1684;12;15;16;false;2
Person15;Person10;false;8.719772776126227;50.591925376126234;VEGAN;894;127;130;133;true;1
Person182;Personx70;true;8.707346009513081;50.58878300951308;VEGAN;70;127;131;135;false;2
Person153;Person231;false;8.705518693858256;50.58904869385827;VEGGIE;9126;127;132;134;true;3
Person194;Person205;false;8.69492300060721;50.60530490060721;VEGGIE;33778;128;130;135;true;2
Person58;Person149;false;8.700981703134975;50.588465403134975;VEGAN;3286;128;131;133;true;3
Person172;Person195;false;8.690842318196824;50.58499141819682;VEGGIE;33608;128;132;135;true;1
Person179;Person214;false;8.676411948295385;50.58098194829539;VEGAN;33710;129;130;135;true;3
Person175;Person189;false;8.667047732873854;50.58279563287387;VEGAN;33680;129;131;134;true;1
Person123;Person187;false;8.671548852531592;50.590808852531595;VEGAN;33386;129;132;133;true;2
Person143;Personx60;true;8.708555109865832;50.58999210986583;VEGGIE;60;19;22;25;false;1
Person108;Person161;false;8.696563125142836;50.606945025142835;VEGGIE;6324;19;23;27;true;2
Person109;Personx48;true;8.707162602581494;50.590692602581505;VEGGIE;48;19;24;26;false;3
Person151;Personx63;true;8.7062086633943;50.589738663394314;VEGGIE;63;20;22;27;false;2
Person90;Person202;false;8.705241939354703;50.58915193935471;VEGGIE;5106;20;23;25;false;3
Person101;Person141;false;8.697032225211784;50.58218232521178;VEGGIE;6184;20;24;27;true;1
Person133;Person204;false;8.698584217770424;50.58606791777043;VEGGIE;7870;21;22;27;true;3
Person106;Personx46;true;8.693517538734978;50.587770238734976;VEGGIE;46;21;23;26;false;1
Person180;Personx69;true;8.692885345053302;50.587227745053305;VEGGIE;69;21;24;25;false;2
Person7;Personx3;true;8.661605134221313;50.57631493422131;VEGGIE;3;28;31;34;false;1
Person36;Personx14;true;8.66139991973554;50.577341819735544;VEGGIE;14;28;32;36;false;2
Person26;Personx10;true;8.67299054580773;50.576247145807734;VEGGIE;10;28;33;35;false;3
Person11;Personx4;true;8.681190328226592;50.57991322822659;VEGGIE;4;29;31;36;false;2
Person4;Personx2;true;8.683278559866123;50.58156255986612;VEGGIE;2;29;32;34;false;3
Person33;Personx12;true;8.668840259833873;50.58220355983387;VEGGIE;12;29;33;36;false;1
Person52;Personx25;true;8.669987238017324;50.585691138017324;VEGGIE;25;30;31;36;false;3
Person25;Personx9;true;8.67437965355096;50.585509553550956;VEGGIE;9;30;32;35;false;1
Person40;Personx16;true;8.677676558333479;50.589846758333486;VEGGIE;16;30;33;34;false;2
Person84;Personx40;true;8.682341842315855;50.58123324231586;VEGGIE;40;37;40;43;false;1
Person66;Personx31;true;8.682005004090913;50.58319270409091;VEGGIE;31;37;41;45;false;2
Person70;Personx34;true;8.682240307254789;50.58401170725479;VEGGIE;34;37;42;44;false;3
Person71;Personx35;true;8.681680738784756;50.58466573878476;VEGGIE;35;38;40;45;false;2
Person69;Personx33;true;8.68259769882404;50.58731039882404;VEGGIE;33;38;41;43;false;3
Person91;Personx42;true;8.674675114778584;50.585729414778584;VEGGIE;42;38;42;45;false;1
Person54;Personx26;true;8.673517508857538;50.586979008857526;VEGGIE;26;39;40;45;false;3
Person64;Personx29;true;8.672532995582184;50.58742299558219;VEGGIE;29;39;41;44;false;1
Person65;Personx30;true;8.678955722179989;50.59059052217999;VEGGIE;30;39;42;43;false;2
Person118;Personx52;true;8.675361827515003;50.576607127515;VEGGIE;52;46;49;52;false;1
Person116;Personx50;true;8.673298097177828;50.57875489717783;VEGGIE;50;46;50;54;false;2
Person129;Personx56;true;8.681594030966668;50.58151713096667;VEGGIE;56;46;51;53;false;3
Person127;Personx55;true;8.676555678271379;50.580791978271364;VEGGIE;55;47;49;54;false;2
Person121;Personx54;true;8.673342046004947;50.58207134600495;VEGGIE;54;47;50;52;false;3
Person120;Personx53;true;8.68348361247169;50.584671312471684;VEGGIE;53;47;51;54;false;1
Person94;Personx44;true;8.677334512101142;50.584241512101144;VEGGIE;44;48;49;54;false;3
Person107;Personx47;true;8.673384877370186;50.58417547737018;VEGGIE;47;48;50;53;false;1
Person114;Personx49;true;8.677838956553922;50.59472645655391;VEGGIE;49;48;51;52;false;2
Person44;Person81;false;8.68696797205963;50.57840827205963;VEGGIE;2452;55;58;61;true;1
Person228;Personx73;true;8.675847472405028;50.57733957240503;VEGGIE;73;55;59;63;false;2
Person27;Person105;false;8.68117388238734;50.57964918238733;VEGGIE;1588;55;60;62;false;3
Person190;Personx72;true;8.667047732873854;50.58279563287387;VEGGIE;72;56;58;63;false;2
Person23;Person104;false;8.669084504431382;50.58412450443137;VEGGIE;1508;56;59;61;false;3
Person60;Person130;false;8.668144436221954;50.58572953622196;VEGGIE;3362;56;60;63;false;1
Person144;Personx61;true;8.67508333594985;50.58621323594985;VEGGIE;61;57;58;63;false;3
Person1;Person30;false;8.673368271555807;50.5941282715558;VEGGIE;110;57;59;62;false;1
Person159;Personx65;true;8.675942781168803;50.59390988116879;VEGGIE;65;57;60;61;false;2
Person126;Person183;false;8.676728843354113;50.57670884335411;VEGGIE;33410;64;67;70;false;1
Person76;Person89;false;8.67304814385841;50.57709814385839;VEGGIE;4136;64;68;72;true;2
Person111;Person164;false;8.682407402875608;50.58129880287561;VEGGIE;33314;64;69;71;false;3
Person115;Person198;false;8.681194363620625;50.582011463620624;VEGGIE;6966;65;67;72;true;2
Person112;Person178;false;8.667047732873854;50.58279563287387;VEGGIE;33344;65;68;70;false;3
Person61;Person170;false;8.67598973297304;50.585041532973044;VEGGIE;3492;65;69;72;false;1
Person136;Person226;false;8.676182964119043;50.58731286411904;VEGGIE;8276;66;67;72;true;3
Person62;Person125;false;8.675871008421705;50.587372108421704;VEGGIE;3558;66;68;71;true;1
Person92;Person233;false;8.679545611822883;50.58921591182288;VEGGIE;5308;66;69;70;false;2
Person160;Person196;false;8.65772146601726;50.57093176601726;ANY;33564;136;139;142;true;1
Person207;Person211;false;8.694084936773008;50.584194536773;VEGGIE;33820;136;140;144;true;2
Person142;Person193;false;8.681216602209107;50.5775551022091;ANY;33460;136;141;143;true;3
Person222;Person216;false;8.669050525274022;50.58128902527402;VEGGIE;33952;137;139;144;true;2
Person200;Person210;false;8.68155454839554;50.58184724839554;VEGGIE;33794;137;140;142;true;3
Person146;Person167;false;8.667820533296938;50.58540563329694;VEGGIE;33468;137;141;144;false;1
Person213;Person221;false;8.671049007062663;50.585202807062664;VEGGIE;33884;138;139;144;false;3
Person63;Person152;false;8.674098255012767;50.58686865501276;ANY;33204;138;140;143;false;1
Person100;Person169;false;8.67353055827551;50.59210195827551;ANY;33292;138;141;142;true;2
Person35;Personx13;true;8.6884154438459;50.5780036438459;MEAT;13;73;76;79;false;1
Person168;Person5;false;8.681891196038887;50.576791396038885;MEAT;10274;73;77;81;true;2
Person88;Person147;false;8.675704758682452;50.57915105868245;MEAT;4958;73;78;80;false;3
Person140;Personx59;true;8.675987725636151;50.58102612563615;MEAT;59;74;76;81;false;2
Person85;Person156;false;8.667047732873854;50.58279563287387;MEAT;4666;74;77;79;true;3
Person103;Person154;false;8.667047732873854;50.58279563287387;MEAT;6252;74;78;81;false;1
Person181;Person192;false;8.672899467150245;50.58217946715025;MEAT;11232;75;76;81;false;3
Person171;Personx66;true;8.669497129724807;50.582843329724795;MEAT;66;75;77;80;false;1
Person24;Personx8;true;8.676057363906686;50.586267363906686;MEAT;8;75;78;79;false;2
Person21;Personx7;true;8.685734197139844;50.576635397139846;ANY;7;82;85;88;false;1
Person41;Personx17;true;8.662779615006515;50.578473215006504;ANY;17;82;86;90;false;2
Person97;Person166;false;8.66277111322317;50.578817813223175;MEAT;33262;82;87;89;true;3
Person79;Person95;false;8.66972376389794;50.581443763897944;MEAT;33214;83;85;90;true;2
Person220;Person234;false;8.674385041595894;50.581491541595895;MEAT;33944;83;86;88;true;3
Person232;Person209;false;8.68238010723739;50.58709280723739;MEAT;33972;83;87;90;false;1
Person227;Person174;false;8.68151506608149;50.59463476608149;MEAT;33968;84;85;90;false;3
Person47;Personx20;true;8.68003563518013;50.59493573518013;ANY;20;84;86;89;false;1
Person230;Person186;false;8.672507551495851;50.58594115149584;MEAT;33970;84;87;88;false;2
Person93;Personx43;true;8.677471387966227;50.57738138796623;ANY;43;91;94;97;false;1
Person77;Personx37;true;8.676578081971023;50.57886008197102;ANY;37;91;95;99;false;2
Person78;Personx38;true;8.666914349610986;50.580148849610985;ANY;38;91;96;98;false;3
Person59;Personx28;true;8.684555849276553;50.58498324927655;ANY;28;92;94;99;false;2
Person50;Personx23;true;8.669987238017324;50.585691138017324;ANY;23;92;95;97;false;3
Person98;Personx45;true;8.674957917295314;50.58590161729532;ANY;45;92;96;99;false;1
Person49;Personx22;true;8.678883636644958;50.587188736644954;ANY;22;93;94;99;false;3
Person48;Personx21;true;8.676833411700072;50.587137211700075;ANY;21;93;95;98;false;1
Person83;Personx39;true;8.675706226345776;50.59410002634577;ANY;39;93;96;97;false;2
Person37;Person201;false;8.658652129889349;50.57186242988934;ANY;2234;100;103;106;true;1
Person6;Person8;false;8.668413178974852;50.574996578974854;ANY;444;100;104;108;true;2
Person13;Person73;false;8.674109948270395;50.5764905482704;ANY;824;100;105;107;false;3
Person117;Personx51;true;8.663883678905329;50.57841747890533;ANY;51;101;103;108;false;2
Person132;Personx57;true;8.673128831119259;50.57748513111925;ANY;57;101;104;106;false;3
Person14;Person82;false;8.671401346943897;50.5803595469439;ANY;890;101;105;108;true;1
Person139;Personx58;true;8.666420803639866;50.593135003639865;ANY;58;102;103;108;false;3
Person155;Personx64;true;8.675285592695355;50.586022292695354;ANY;64;102;104;107;false;1
Person177;Personx68;true;8.673930215187932;50.59469021518793;ANY;68;102;105;106;false;2
Person56;Person219;false;8.677227638993099;50.5782781389931;ANY;3184;109;112;115;true;1
Person43;Person137;false;8.67073904401206;50.57969724401207;ANY;2414;109;113;117;false;2
Person67;Person122;false;8.67593888164987;50.58044888164987;ANY;3852;109;114;116;false;3
Person110;Person212;false;8.686040586618924;50.58646798661892;ANY;6472;110;112;117;true;2
Person229;Person55;false;8.683892496066427;50.588605196066425;ANY;15490;110;113;115;false;3
Person185;Person53;false;8.66552468117139;50.58983868117138;ANY;11378;110;114;117;true;1
Person145;Person163;false;8.677430757765212;50.58573585776521;ANY;8658;111;112;117;false;3
Person72;Person96;false;8.67298543444136;50.58641903444135;ANY;3886;111;113;116;true;1
Person46;Person18;false;8.67700965640616;50.587075956406174;ANY;2456;111;114;115;false;2
Person20;Person34;false;8.713355020601862;50.60878552060185;ANY;1210;118;121;124;false;1
Person2;Person12;false;8.718914539788807;50.590899839788804;ANY;122;118;122;126;false;2
Person32;Personx11;true;8.715372110353728;50.58857771035373;ANY;11;118;123;125;false;3
Person42;Personx18;true;8.698184706391327;50.604206006391344;ANY;18;119;121;126;false;2
Person203;Person215;false;8.70259909717049;50.58946689717049;MEAT;33810;119;122;124;true;3
Person29;Person102;false;8.690711820698867;50.598416220698866;ANY;1756;119;123;126;false;1
Person80;Person134;false;8.690051707206509;50.58585800720651;MEAT;33232;120;121;126;true;3
Person9;Person17;false;8.688248785207652;50.58700358520764;MEAT;456;120;122;125;true;1
Person22;Person197;false;8.683673316074112;50.595896616074114;ANY;1426;120;123;124;true;2
Person135;Person173;false;8.70559476974097;50.605091169740966;ANY;8122;145;148;151;false;1
Person165;Person206;false;8.709418000560788;50.58189800056079;ANY;33592;145;149;153;true;2
Person128;Person191;false;8.689115693797275;50.60129999379728;ANY;33436;145;150;152;true;3
Person218;Person224;false;8.684518874971834;50.57930597497183;ANY;33924;146;148;153;true;2
Person75;Person87;false;8.690880762836139;50.59767386283614;ANY;33210;146;149;151;true;3
Person39;Person113;false;8.691501482641602;50.5856505826416;ANY;2312;146;150;153;false;1
Person162;Person188;false;8.692939021612922;50.592228121612926;ANY;9672;147;148;153;false;3
Person217;Person31;false;8.687233052727542;50.598128052727546;ANY;14416;147;149;152;false;1
Person199;Person158;false;8.675937684874144;50.59345798487414;ANY;33780;147;150;151;false;2
